20170807,0,38650,2508,41158
20170808,0,36143,2451,38594
20170809,0,37871,3228,41099
20170810,0,41731,2532,44263
20170811,0,44707,3989,48696
20170812,1,47569,2931,50500
20170813,1,43047,2672,45719
20170814,0,38167,2357,40524
20170815,1,39789,2103,41892
20170816,0,41073,2832,43905
20170817,0,37785,2351,40136
20170818,0,35895,2727,38622
20170819,1,37348,2373,39721
20170820,1,41008,2304,43312
20170821,0,41196,2278,43474
20170822,0,39945,2523,42468
20170823,0,40501,2844,43345
20170824,0,40972,1896,42868
20170825,0,39062,2505,41567
20170826,1,41761,2293,44054
20170827,1,42660,2184,44844
20170828,0,41675,1202,42877
20170829,0,41007,1870,42877
20170830,0,38601,1842,40443
20170831,0,40224,1762,41986
20170901,0,40330,2309,42639
20170902,1,41512,2279,43791
20170903,1,42628,2246,44874
20170904,0,40949,2023,42972
20170905,0,37682,1957,39639
20170906,0,39851,2104,41955
20170907,0,41835,1872,43707
20170908,0,40230,2327,42557
20170909,1,41706,2176,43882
20170910,1,40739,2071,42810
20170911,0,39856,2271,42127
20170912,0,38009,2155,40164
20170913,0,39645,2536,42181
20170914,0,42161,1964,44125
20170915,0,35508,2480,37988
20170916,1,34062,2297,36359
20170917,1,38488,2426,40914
20170918,0,38302,1727,40029
20170919,0,36200,2033,38233
20170920,0,37465,2476,39941
20170921,0,40600,1983,42583
20170922,0,41838,2270,44108
20170923,1,40335,2337,42672
20170924,1,36441,2301,38742
20170925,0,35751,2192,37943
20170926,0,31300,1740,33040
20170927,0,31139,2868,34007
20170928,0,35196,2192,37388
20170929,0,42418,2478,44896
20170930,1,48445,2411,50856
20171001,1,48100,2093,50193
20171002,0,47709,2389,50098
20171003,1,48319,2202,50521
20171004,1,48627,2690,51317
20171005,1,49947,1874,51821
20171006,1,47967,2360,50327
20171007,1,40438,1988,42426
20171008,1,34759,1937,36696
20171009,1,30060,1758,31818
20171010,0,28939,1534,30473
20171011,0,33342,2073,35415
20171012,0,31406,1711,33117
20171013,0,34642,2460,37102
20171014,1,36089,4160,40249
20171015,1,35384,2047,37431
20171016,0,39861,1685,41546
20171017,0,38117,1696,39813
20171018,0,38310,2671,40981
20171019,0,38766,2046,40812
20171020,0,40974,3369,44343
20171021,1,39877,2108,41985
20171022,1,38361,2329,40690
20171023,0,39867,2312,42179
20171024,0,40661,1894,42555
20171025,0,39749,1529,41278
20171026,0,40985,1821,42806
20171027,0,41706,2631,44337
20171028,1,40707,2323,43030
20171029,1,37752,1294,39046
20171030,0,37210,1689,38899
20171031,0,36218,1692,37910
20171101,0,38759,2081,40840
20171102,0,39298,1949,41247
20171103,0,41007,1292,42299
20171104,1,40590,2045,42635
20171105,1,40379,1694,42073
20171106,0,39418,1716,41134
20171107,0,36154,1927,38081
20171108,0,37476,1513,38989
20171109,0,38631,1643,40274
20171110,0,39894,2080,41974
20171111,1,40617,1985,42602
20171112,1,38835,2019,40854
20171113,0,36311,1633,37944
20171114,0,33805,2704,36509
20171115,0,37081,2157,39238
20171116,0,37557,1821,39378
20171117,0,38632,2172,40804
20171118,1,37887,1801,39688
20171119,1,34854,1803,36657
20171120,0,33308,1695,35003
20171121,0,30504,1784,32288
20171122,0,32601,2095,34696
20171123,0,36367,1924,38291
20171124,0,39100,1903,41003
20171125,1,37770,2107,39877
20171126,1,35090,1870,36960
20171127,0,32983,1606,34589
20171128,0,28254,2721,30975
20171129,0,27853,2224,30077
20171130,0,34415,1823,36238
20171201,0,35571,1967,37538
20171202,1,34822,1959,36781
20171203,1,31683,1915,33598
20171204,0,32247,1584,33831
20171205,0,28480,1842,30322
20171206,0,29365,2142,31507
20171207,0,32757,2012,34769
20171208,0,33599,2567,36166
20171209,1,34296,2008,36304
20171210,1,31533,1872,33405
20171211,0,29831,1801,31632
20171212,0,27870,2184,30054
20171213,0,29655,2497,32152
20171214,0,33480,1877,35357
20171215,0,29430,2268,31698
20171216,1,34584,2344,36928
20171217,1,33553,2003,35556
20171218,0,33655,2096,35751
20171219,0,31879,2361,34240
20171220,1,31122,2324,33446
20171221,0,33728,1796,35524
20171222,0,35799,2110,37909
20171223,1,41469,2767,44236
20171224,1,34049,1995,36044
20171225,1,34583,1904,36487
20171226,0,36238,2006,38244
20171227,0,34352,2503,36855
20171228,0,36559,2049,38608
20171229,0,37474,2313,39787
20171230,1,41479,2829,44308
20171231,1,36859,2248,39107
20180101,1,34278,1690,35968
20180102,0,37315,1864,39179
20180103,0,35920,2157,38077
20180104,0,35192,1640,36832
20180105,0,31793,1785,33578
20180106,1,32578,2089,34667
20180107,1,33678,1800,35478
20180108,0,36133,1782,37915
20180109,0,32301,1760,34061
20180110,0,29635,2006,31641
20180111,0,15762,927,16689
20180112,0,34009,1542,35551
20180113,1,35490,1923,37413
20180114,1,35588,1741,37329
20180115,0,37216,1870,39086
20180116,0,34571,1917,36488
20180117,0,34010,2167,36177
20180118,0,36308,1691,37999
20180119,0,36071,2002,38073
20180120,1,38965,2193,41158
20180121,1,37216,1935,39151
20180122,0,37226,1933,39159
20180123,0,34468,1923,36391
20180124,0,33435,2192,35627
20180125,0,36190,1920,38110
